gt_0,gt_1,gt_2,gt_3,gt_4,gt_5,gt_6,gt_7,gt_8,gt_9,gt_10,gt_11,gt_12,gt_13,gt_14,gt_15,gt_16,gt_17,gt_18,gt_19,gt_20,gt_21,gt_22,gt_23,gt_24,gt_25,gt_26,gt_27,gt_28,gt_29,gt_30,gt_31,gt_32,gt_33,gt_34,gt_35,gt_36,gt_37,gt_38,gt_39,gt_40,gt_41,gt_42,gt_43,gt_44,gt_45,gt_46,gt_47,gt_48,gt_49,gt_50,gt_51,gt_52,gt_53,gt_54,gt_55,gt_56,gt_57,gt_58,gt_59,gt_60,gt_61,gt_62,gt_63,gt_64,gt_65,gt_66,gt_67,gt_68,gt_69,gt_70,gt_71,gt_72,gt_73,gt_74,gt_75,gt_76,gt_77,gt_78,gt_79,gt_80,gt_81,gt_82,gt_83,gt_84,gt_85,gt_86,gt_87,gt_88,gt_89,gt_90,gt_91,gt_92,gt_93,gt_94,gt_95,gt_96,gt_97,gt_98,gt_99,gt_100,gt_101,gt_102,gt_103,gt_104,gt_105,gt_106,gt_107,gt_108,gt_109,gt_110,gt_111,gt_112,gt_113,gt_114,gt_115,gt_116,gt_117,gt_118,gt_119,gt_120,gt_121,gt_122,gt_123,gt_124,gt_125,gt_126,gt_127,gt_128,gt_129,gt_130,gt_131,gt_132,gt_133,gt_134,gt_135,gt_136,gt_137,gt_138,gt_139,gt_140,gt_141,gt_142,gt_143,gt_144,gt_145,gt_146,gt_147,gt_148,gt_149,gt_150,gt_151,gt_152,gt_153,gt_154,gt_155,gt_156,gt_157,gt_158,gt_159,gt_160,gt_161,gt_162,gt_163,gt_164,gt_165,gt_166,gt_167,gt_168,gt_169,gt_170,gt_171,gt_172,gt_173,gt_174,gt_175,gt_176,gt_177,gt_178,gt_179,gt_180,gt_181,gt_182,gt_183,gt_184,gt_185,gt_186,gt_187,gt_188,gt_189,gt_190,gt_191,gt_192,gt_193,gt_194,gt_195,gt_196,gt_197,gt_198,gt_199,gt_200,gt_201,gt_202,gt_203,gt_204,gt_205,gt_206,gt_207,gt_208,gt_209,gt_210,gt_211,gt_212,gt_213,gt_214,gt_215,gt_216,gt_217,gt_218,gt_219,gt_220,gt_221,gt_222,gt_223,gt_224,gt_225,gt_226,gt_227,gt_228,gt_229,gt_230,gt_231,gt_232,gt_233,gt_234,gt_235,gt_236,gt_237,gt_238,gt_239,gt_240,gt_241,gt_242,gt_243,gt_244,gt_245,gt_246,gt_247,gt_248,gt_249,gt_250,gt_251,gt_252,gt_253,gt_254,gt_255,gt_256,gt_257,gt_258,gt_259,gt_260,gt_261,gt_262,gt_263,gt_264,gt_265,gt_266,gt_267,gt_268,gt_269,gt_270,gt_271,gt_272,gt_273,gt_274,gt_275,gt_276,gt_277,gt_278,gt_279,gt_280,gt_281,gt_282,gt_283,gt_284,gt_285,gt_286,gt_287,gt_288,gt_289,gt_290,gt_291,gt_292,gt_293,gt_294,gt_295,gt_296,gt_297,gt_298,gt_299,gt_300,gt_301,gt_302,gt_303,gt_304,gt_305,gt_306,gt_307,gt_308,gt_309,gt_310,gt_311,gt_312,gt_313,gt_314,gt_315,gt_316,gt_317,gt_318,gt_319,gt_320,gt_321,gt_322,gt_323,gt_324,gt_325,gt_326,gt_327,gt_328,gt_329,gt_330,gt_331,gt_332,gt_333,gt_334,gt_335,gt_336,gt_337,gt_338,gt_339,gt_340,gt_341,gt_342,gt_343,gt_344,gt_345,gt_346,gt_347,gt_348,gt_349,gt_350,gt_351,gt_352,gt_353,gt_354,gt_355,gt_356,gt_357,gt_358,gt_359,gt_360,gt_361,gt_362,gt_363,gt_364,gt_365,gt_366,gt_367,gt_368,gt_369,gt_370,gt_371,gt_372,gt_373,gt_374,gt_375,gt_376,gt_377,ngay
82472,21337,28221,53677,38052,28728,29554,82944,75872,6771,6771,1978,4456,9858,1900,3925,6503,6500,9518,4372,105,363,838,93,76,39,21,35862,81536,42128,27049,54898,35137,02958,66327,90173,5778,5778,0148,7963,0156,7334,4958,8800,1216,2377,2872,365,945,855,21,93,25,81,87296,25579,06021,92530,45819,92268,40591,44430,31264,1653,1653,6179,1331,6303,2656,2181,4484,8592,5005,6897,020,790,548,75,96,55,66,89562,78809,78724,07101,03154,34532,07570,87149,62691,7483,7483,4709,3698,1548,2267,8760,1966,4307,3793,1999,007,910,563,59,98,92,40,38755,51445,40846,19407,98361,68851,98133,85217,54176,9771,9771,2708,1693,6159,9357,3261,6667,5977,8924,6325,658,996,938,98,50,08,15,29996,29783,75476,17798,59418,16892,34689,32653,29770,2759,2759,9796,0197,6214,5465,6302,8191,2036,6257,7663,668,375,143,20,80,68,01,92264,13667,73861,91927,54402,77150,66741,02310,06260,6102,6102,6637,1441,5429,7524,8003,1972,1634,6100,3003,643,982,340,14,10,71,31,88182,86741,81804,74028,90173,98263,86313,39388,76776,0297,0297,9048,1587,7846,4219,8427,3099,7549,9374,5977,090,695,485,19,34,92,20,89665,42044,94296,58067,72571,67501,86583,15273,63103,1896,1896,1660,6758,2294,8274,9431,4104,9453,5764,9597,918,388,484,27,94,15,91,41055,40734,37946,22832,80059,34440,00202,23332,82482,5962,5962,0272,7193,8779,1922,5015,3929,6964,1318,7187,661,193,648,40,54,38,30,25351,04433,97279,89295,87954,57318,68979,58191,67912,6703,6703,7837,8935,4256,4688,3642,5518,2865,9828,3771,628,463,349,51,79,43,09,16480,86594,95398,37531,91991,24901,13709,48113,55165,0087,0087,4104,4610,1197,2454,9376,7520,3286,5803,2266,667,512,834,65,34,92,18,09401,71268,42426,04597,77912,82347,71504,97498,11092,5126,5126,7842,4915,1783,1291,5959,0924,7619,2328,5394,559,705,373,34,24,15,26,07631,39603,79799,95760,56317,09250,81252,63764,63155,3260,3260,9343,1811,9978,3146,2111,5447,9333,7233,9494,579,796,580,06,26,31,32,20220227
35862,81536,42128,27049,54898,35137,02958,66327,90173,5778,5778,0148,7963,0156,7334,4958,8800,1216,2377,2872,365,945,855,21,93,25,81,87296,25579,06021,92530,45819,92268,40591,44430,31264,1653,1653,6179,1331,6303,2656,2181,4484,8592,5005,6897,020,790,548,75,96,55,66,89562,78809,78724,07101,03154,34532,07570,87149,62691,7483,7483,4709,3698,1548,2267,8760,1966,4307,3793,1999,007,910,563,59,98,92,40,38755,51445,40846,19407,98361,68851,98133,85217,54176,9771,9771,2708,1693,6159,9357,3261,6667,5977,8924,6325,658,996,938,98,50,08,15,29996,29783,75476,17798,59418,16892,34689,32653,29770,2759,2759,9796,0197,6214,5465,6302,8191,2036,6257,7663,668,375,143,20,80,68,01,92264,13667,73861,91927,54402,77150,66741,02310,06260,6102,6102,6637,1441,5429,7524,8003,1972,1634,6100,3003,643,982,340,14,10,71,31,88182,86741,81804,74028,90173,98263,86313,39388,76776,0297,0297,9048,1587,7846,4219,8427,3099,7549,9374,5977,090,695,485,19,34,92,20,89665,42044,94296,58067,72571,67501,86583,15273,63103,1896,1896,1660,6758,2294,8274,9431,4104,9453,5764,9597,918,388,484,27,94,15,91,41055,40734,37946,22832,80059,34440,00202,23332,82482,5962,5962,0272,7193,8779,1922,5015,3929,6964,1318,7187,661,193,648,40,54,38,30,25351,04433,97279,89295,87954,57318,68979,58191,67912,6703,6703,7837,8935,4256,4688,3642,5518,2865,9828,3771,628,463,349,51,79,43,09,16480,86594,95398,37531,91991,24901,13709,48113,55165,0087,0087,4104,4610,1197,2454,9376,7520,3286,5803,2266,667,512,834,65,34,92,18,09401,71268,42426,04597,77912,82347,71504,97498,11092,5126,5126,7842,4915,1783,1291,5959,0924,7619,2328,5394,559,705,373,34,24,15,26,07631,39603,79799,95760,56317,09250,81252,63764,63155,3260,3260,9343,1811,9978,3146,2111,5447,9333,7233,9494,579,796,580,06,26,31,32,70968,25814,14096,62584,76204,58369,81154,70387,15717,4948,4948,0561,5353,1068,1315,3450,8468,8475,1184,8693,117,675,279,59,19,72,83,20220228
87296,25579,06021,92530,45819,92268,40591,44430,31264,1653,1653,6179,1331,6303,2656,2181,4484,8592,5005,6897,020,790,548,75,96,55,66,89562,78809,78724,07101,03154,34532,07570,87149,62691,7483,7483,4709,3698,1548,2267,8760,1966,4307,3793,1999,007,910,563,59,98,92,40,38755,51445,40846,19407,98361,68851,98133,85217,54176,9771,9771,2708,1693,6159,9357,3261,6667,5977,8924,6325,658,996,938,98,50,08,15,29996,29783,75476,17798,59418,16892,34689,32653,29770,2759,2759,9796,0197,6214,5465,6302,8191,2036,6257,7663,668,375,143,20,80,68,01,92264,13667,73861,91927,54402,77150,66741,02310,06260,6102,6102,6637,1441,5429,7524,8003,1972,1634,6100,3003,643,982,340,14,10,71,31,88182,86741,81804,74028,90173,98263,86313,39388,76776,0297,0297,9048,1587,7846,4219,8427,3099,7549,9374,5977,090,695,485,19,34,92,20,89665,42044,94296,58067,72571,67501,86583,15273,63103,1896,1896,1660,6758,2294,8274,9431,4104,9453,5764,9597,918,388,484,27,94,15,91,41055,40734,37946,22832,80059,34440,00202,23332,82482,5962,5962,0272,7193,8779,1922,5015,3929,6964,1318,7187,661,193,648,40,54,38,30,25351,04433,97279,89295,87954,57318,68979,58191,67912,6703,6703,7837,8935,4256,4688,3642,5518,2865,9828,3771,628,463,349,51,79,43,09,16480,86594,95398,37531,91991,24901,13709,48113,55165,0087,0087,4104,4610,1197,2454,9376,7520,3286,5803,2266,667,512,834,65,34,92,18,09401,71268,42426,04597,77912,82347,71504,97498,11092,5126,5126,7842,4915,1783,1291,5959,0924,7619,2328,5394,559,705,373,34,24,15,26,07631,39603,79799,95760,56317,09250,81252,63764,63155,3260,3260,9343,1811,9978,3146,2111,5447,9333,7233,9494,579,796,580,06,26,31,32,70968,25814,14096,62584,76204,58369,81154,70387,15717,4948,4948,0561,5353,1068,1315,3450,8468,8475,1184,8693,117,675,279,59,19,72,83,89075,98757,90657,25115,24396,82618,37376,70103,02173,9095,9095,0849,8489,9704,1732,4176,3716,1320,2369,9305,371,119,012,16,90,45,64,20220301
89562,78809,78724,07101,03154,34532,07570,87149,62691,7483,7483,4709,3698,1548,2267,8760,1966,4307,3793,1999,007,910,563,59,98,92,40,38755,51445,40846,19407,98361,68851,98133,85217,54176,9771,9771,2708,1693,6159,9357,3261,6667,5977,8924,6325,658,996,938,98,50,08,15,29996,29783,75476,17798,59418,16892,34689,32653,29770,2759,2759,9796,0197,6214,5465,6302,8191,2036,6257,7663,668,375,143,20,80,68,01,92264,13667,73861,91927,54402,77150,66741,02310,06260,6102,6102,6637,1441,5429,7524,8003,1972,1634,6100,3003,643,982,340,14,10,71,31,88182,86741,81804,74028,90173,98263,86313,39388,76776,0297,0297,9048,1587,7846,4219,8427,3099,7549,9374,5977,090,695,485,19,34,92,20,89665,42044,94296,58067,72571,67501,86583,15273,63103,1896,1896,1660,6758,2294,8274,9431,4104,9453,5764,9597,918,388,484,27,94,15,91,41055,40734,37946,22832,80059,34440,00202,23332,82482,5962,5962,0272,7193,8779,1922,5015,3929,6964,1318,7187,661,193,648,40,54,38,30,25351,04433,97279,89295,87954,57318,68979,58191,67912,6703,6703,7837,8935,4256,4688,3642,5518,2865,9828,3771,628,463,349,51,79,43,09,16480,86594,95398,37531,91991,24901,13709,48113,55165,0087,0087,4104,4610,1197,2454,9376,7520,3286,5803,2266,667,512,834,65,34,92,18,09401,71268,42426,04597,77912,82347,71504,97498,11092,5126,5126,7842,4915,1783,1291,5959,0924,7619,2328,5394,559,705,373,34,24,15,26,07631,39603,79799,95760,56317,09250,81252,63764,63155,3260,3260,9343,1811,9978,3146,2111,5447,9333,7233,9494,579,796,580,06,26,31,32,70968,25814,14096,62584,76204,58369,81154,70387,15717,4948,4948,0561,5353,1068,1315,3450,8468,8475,1184,8693,117,675,279,59,19,72,83,89075,98757,90657,25115,24396,82618,37376,70103,02173,9095,9095,0849,8489,9704,1732,4176,3716,1320,2369,9305,371,119,012,16,90,45,64,24876,80854,99828,23837,84735,71029,99393,44993,87879,0364,0364,5906,7191,2777,3102,5866,6549,5033,0953,3745,760,509,801,76,51,72,13,20220302
38755,51445,40846,19407,98361,68851,98133,85217,54176,9771,9771,2708,1693,6159,9357,3261,6667,5977,8924,6325,658,996,938,98,50,08,15,29996,29783,75476,17798,59418,16892,34689,32653,29770,2759,2759,9796,0197,6214,5465,6302,8191,2036,6257,7663,668,375,143,20,80,68,01,92264,13667,73861,91927,54402,77150,66741,02310,06260,6102,6102,6637,1441,5429,7524,8003,1972,1634,6100,3003,643,982,340,14,10,71,31,88182,86741,81804,74028,90173,98263,86313,39388,76776,0297,0297,9048,1587,7846,4219,8427,3099,7549,9374,5977,090,695,485,19,34,92,20,89665,42044,94296,58067,72571,67501,86583,15273,63103,1896,1896,1660,6758,2294,8274,9431,4104,9453,5764,9597,918,388,484,27,94,15,91,41055,40734,37946,22832,80059,34440,00202,23332,82482,5962,5962,0272,7193,8779,1922,5015,3929,6964,1318,7187,661,193,648,40,54,38,30,25351,04433,97279,89295,87954,57318,68979,58191,67912,6703,6703,7837,8935,4256,4688,3642,5518,2865,9828,3771,628,463,349,51,79,43,09,16480,86594,95398,37531,91991,24901,13709,48113,55165,0087,0087,4104,4610,1197,2454,9376,7520,3286,5803,2266,667,512,834,65,34,92,18,09401,71268,42426,04597,77912,82347,71504,97498,11092,5126,5126,7842,4915,1783,1291,5959,0924,7619,2328,5394,559,705,373,34,24,15,26,07631,39603,79799,95760,56317,09250,81252,63764,63155,3260,3260,9343,1811,9978,3146,2111,5447,9333,7233,9494,579,796,580,06,26,31,32,70968,25814,14096,62584,76204,58369,81154,70387,15717,4948,4948,0561,5353,1068,1315,3450,8468,8475,1184,8693,117,675,279,59,19,72,83,89075,98757,90657,25115,24396,82618,37376,70103,02173,9095,9095,0849,8489,9704,1732,4176,3716,1320,2369,9305,371,119,012,16,90,45,64,24876,80854,99828,23837,84735,71029,99393,44993,87879,0364,0364,5906,7191,2777,3102,5866,6549,5033,0953,3745,760,509,801,76,51,72,13,09390,24578,60358,99540,63583,13712,45763,74024,85468,5913,5913,5656,9302,8147,4857,5624,4734,6674,6345,2696,690,549,354,08,29,43,12,20220303
29996,29783,75476,17798,59418,16892,34689,32653,29770,2759,2759,9796,0197,6214,5465,6302,8191,2036,6257,7663,668,375,143,20,80,68,01,92264,13667,73861,91927,54402,77150,66741,02310,06260,6102,6102,6637,1441,5429,7524,8003,1972,1634,6100,3003,643,982,340,14,10,71,31,88182,86741,81804,74028,90173,98263,86313,39388,76776,0297,0297,9048,1587,7846,4219,8427,3099,7549,9374,5977,090,695,485,19,34,92,20,89665,42044,94296,58067,72571,67501,86583,15273,63103,1896,1896,1660,6758,2294,8274,9431,4104,9453,5764,9597,918,388,484,27,94,15,91,41055,40734,37946,22832,80059,34440,00202,23332,82482,5962,5962,0272,7193,8779,1922,5015,3929,6964,1318,7187,661,193,648,40,54,38,30,25351,04433,97279,89295,87954,57318,68979,58191,67912,6703,6703,7837,8935,4256,4688,3642,5518,2865,9828,3771,628,463,349,51,79,43,09,16480,86594,95398,37531,91991,24901,13709,48113,55165,0087,0087,4104,4610,1197,2454,9376,7520,3286,5803,2266,667,512,834,65,34,92,18,09401,71268,42426,04597,77912,82347,71504,97498,11092,5126,5126,7842,4915,1783,1291,5959,0924,7619,2328,5394,559,705,373,34,24,15,26,07631,39603,79799,95760,56317,09250,81252,63764,63155,3260,3260,9343,1811,9978,3146,2111,5447,9333,7233,9494,579,796,580,06,26,31,32,70968,25814,14096,62584,76204,58369,81154,70387,15717,4948,4948,0561,5353,1068,1315,3450,8468,8475,1184,8693,117,675,279,59,19,72,83,89075,98757,90657,25115,24396,82618,37376,70103,02173,9095,9095,0849,8489,9704,1732,4176,3716,1320,2369,9305,371,119,012,16,90,45,64,24876,80854,99828,23837,84735,71029,99393,44993,87879,0364,0364,5906,7191,2777,3102,5866,6549,5033,0953,3745,760,509,801,76,51,72,13,09390,24578,60358,99540,63583,13712,45763,74024,85468,5913,5913,5656,9302,8147,4857,5624,4734,6674,6345,2696,690,549,354,08,29,43,12,42113,73433,31552,60586,01403,35332,53779,26722,78352,7602,7602,6871,7349,4486,7424,2803,2395,0575,1926,7058,414,526,250,66,63,64,20,20220304
92264,13667,73861,91927,54402,77150,66741,02310,06260,6102,6102,6637,1441,5429,7524,8003,1972,1634,6100,3003,643,982,340,14,10,71,31,88182,86741,81804,74028,90173,98263,86313,39388,76776,0297,0297,9048,1587,7846,4219,8427,3099,7549,9374,5977,090,695,485,19,34,92,20,89665,42044,94296,58067,72571,67501,86583,15273,63103,1896,1896,1660,6758,2294,8274,9431,4104,9453,5764,9597,918,388,484,27,94,15,91,41055,40734,37946,22832,80059,34440,00202,23332,82482,5962,5962,0272,7193,8779,1922,5015,3929,6964,1318,7187,661,193,648,40,54,38,30,25351,04433,97279,89295,87954,57318,68979,58191,67912,6703,6703,7837,8935,4256,4688,3642,5518,2865,9828,3771,628,463,349,51,79,43,09,16480,86594,95398,37531,91991,24901,13709,48113,55165,0087,0087,4104,4610,1197,2454,9376,7520,3286,5803,2266,667,512,834,65,34,92,18,09401,71268,42426,04597,77912,82347,71504,97498,11092,5126,5126,7842,4915,1783,1291,5959,0924,7619,2328,5394,559,705,373,34,24,15,26,07631,39603,79799,95760,56317,09250,81252,63764,63155,3260,3260,9343,1811,9978,3146,2111,5447,9333,7233,9494,579,796,580,06,26,31,32,70968,25814,14096,62584,76204,58369,81154,70387,15717,4948,4948,0561,5353,1068,1315,3450,8468,8475,1184,8693,117,675,279,59,19,72,83,89075,98757,90657,25115,24396,82618,37376,70103,02173,9095,9095,0849,8489,9704,1732,4176,3716,1320,2369,9305,371,119,012,16,90,45,64,24876,80854,99828,23837,84735,71029,99393,44993,87879,0364,0364,5906,7191,2777,3102,5866,6549,5033,0953,3745,760,509,801,76,51,72,13,09390,24578,60358,99540,63583,13712,45763,74024,85468,5913,5913,5656,9302,8147,4857,5624,4734,6674,6345,2696,690,549,354,08,29,43,12,42113,73433,31552,60586,01403,35332,53779,26722,78352,7602,7602,6871,7349,4486,7424,2803,2395,0575,1926,7058,414,526,250,66,63,64,20,42399,63312,15594,59433,15185,96512,43207,53443,89237,4494,4494,7418,5169,1790,4501,2185,3142,1331,7233,1124,586,321,738,08,18,45,54,20220305
88182,86741,81804,74028,90173,98263,86313,39388,76776,0297,0297,9048,1587,7846,4219,8427,3099,7549,9374,5977,090,695,485,19,34,92,20,89665,42044,94296,58067,72571,67501,86583,15273,63103,1896,1896,1660,6758,2294,8274,9431,4104,9453,5764,9597,918,388,484,27,94,15,91,41055,40734,37946,22832,80059,34440,00202,23332,82482,5962,5962,0272,7193,8779,1922,5015,3929,6964,1318,7187,661,193,648,40,54,38,30,25351,04433,97279,89295,87954,57318,68979,58191,67912,6703,6703,7837,8935,4256,4688,3642,5518,2865,9828,3771,628,463,349,51,79,43,09,16480,86594,95398,37531,91991,24901,13709,48113,55165,0087,0087,4104,4610,1197,2454,9376,7520,3286,5803,2266,667,512,834,65,34,92,18,09401,71268,42426,04597,77912,82347,71504,97498,11092,5126,5126,7842,4915,1783,1291,5959,0924,7619,2328,5394,559,705,373,34,24,15,26,07631,39603,79799,95760,56317,09250,81252,63764,63155,3260,3260,9343,1811,9978,3146,2111,5447,9333,7233,9494,579,796,580,06,26,31,32,70968,25814,14096,62584,76204,58369,81154,70387,15717,4948,4948,0561,5353,1068,1315,3450,8468,8475,1184,8693,117,675,279,59,19,72,83,89075,98757,90657,25115,24396,82618,37376,70103,02173,9095,9095,0849,8489,9704,1732,4176,3716,1320,2369,9305,371,119,012,16,90,45,64,24876,80854,99828,23837,84735,71029,99393,44993,87879,0364,0364,5906,7191,2777,3102,5866,6549,5033,0953,3745,760,509,801,76,51,72,13,09390,24578,60358,99540,63583,13712,45763,74024,85468,5913,5913,5656,9302,8147,4857,5624,4734,6674,6345,2696,690,549,354,08,29,43,12,42113,73433,31552,60586,01403,35332,53779,26722,78352,7602,7602,6871,7349,4486,7424,2803,2395,0575,1926,7058,414,526,250,66,63,64,20,42399,63312,15594,59433,15185,96512,43207,53443,89237,4494,4494,7418,5169,1790,4501,2185,3142,1331,7233,1124,586,321,738,08,18,45,54,84917,97380,32082,04244,39144,88690,26434,67471,10279,6976,6976,4904,9934,2515,8522,7500,2939,1429,9125,4059,307,280,382,99,26,77,68,20220306
89665,42044,94296,58067,72571,67501,86583,15273,63103,1896,1896,1660,6758,2294,8274,9431,4104,9453,5764,9597,918,388,484,27,94,15,91,41055,40734,37946,22832,80059,34440,00202,23332,82482,5962,5962,0272,7193,8779,1922,5015,3929,6964,1318,7187,661,193,648,40,54,38,30,25351,04433,97279,89295,87954,57318,68979,58191,67912,6703,6703,7837,8935,4256,4688,3642,5518,2865,9828,3771,628,463,349,51,79,43,09,16480,86594,95398,37531,91991,24901,13709,48113,55165,0087,0087,4104,4610,1197,2454,9376,7520,3286,5803,2266,667,512,834,65,34,92,18,09401,71268,42426,04597,77912,82347,71504,97498,11092,5126,5126,7842,4915,1783,1291,5959,0924,7619,2328,5394,559,705,373,34,24,15,26,07631,39603,79799,95760,56317,09250,81252,63764,63155,3260,3260,9343,1811,9978,3146,2111,5447,9333,7233,9494,579,796,580,06,26,31,32,70968,25814,14096,62584,76204,58369,81154,70387,15717,4948,4948,0561,5353,1068,1315,3450,8468,8475,1184,8693,117,675,279,59,19,72,83,89075,98757,90657,25115,24396,82618,37376,70103,02173,9095,9095,0849,8489,9704,1732,4176,3716,1320,2369,9305,371,119,012,16,90,45,64,24876,80854,99828,23837,84735,71029,99393,44993,87879,0364,0364,5906,7191,2777,3102,5866,6549,5033,0953,3745,760,509,801,76,51,72,13,09390,24578,60358,99540,63583,13712,45763,74024,85468,5913,5913,5656,9302,8147,4857,5624,4734,6674,6345,2696,690,549,354,08,29,43,12,42113,73433,31552,60586,01403,35332,53779,26722,78352,7602,7602,6871,7349,4486,7424,2803,2395,0575,1926,7058,414,526,250,66,63,64,20,42399,63312,15594,59433,15185,96512,43207,53443,89237,4494,4494,7418,5169,1790,4501,2185,3142,1331,7233,1124,586,321,738,08,18,45,54,84917,97380,32082,04244,39144,88690,26434,67471,10279,6976,6976,4904,9934,2515,8522,7500,2939,1429,9125,4059,307,280,382,99,26,77,68,78356,12424,71253,80971,01474,25130,24064,35751,63754,1660,1660,5669,7185,3796,1641,8793,7726,8532,9022,9652,628,045,919,41,12,05,28,20220307
41055,40734,37946,22832,80059,34440,00202,23332,82482,5962,5962,0272,7193,8779,1922,5015,3929,6964,1318,7187,661,193,648,40,54,38,30,25351,04433,97279,89295,87954,57318,68979,58191,67912,6703,6703,7837,8935,4256,4688,3642,5518,2865,9828,3771,628,463,349,51,79,43,09,16480,86594,95398,37531,91991,24901,13709,48113,55165,0087,0087,4104,4610,1197,2454,9376,7520,3286,5803,2266,667,512,834,65,34,92,18,09401,71268,42426,04597,77912,82347,71504,97498,11092,5126,5126,7842,4915,1783,1291,5959,0924,7619,2328,5394,559,705,373,34,24,15,26,07631,39603,79799,95760,56317,09250,81252,63764,63155,3260,3260,9343,1811,9978,3146,2111,5447,9333,7233,9494,579,796,580,06,26,31,32,70968,25814,14096,62584,76204,58369,81154,70387,15717,4948,4948,0561,5353,1068,1315,3450,8468,8475,1184,8693,117,675,279,59,19,72,83,89075,98757,90657,25115,24396,82618,37376,70103,02173,9095,9095,0849,8489,9704,1732,4176,3716,1320,2369,9305,371,119,012,16,90,45,64,24876,80854,99828,23837,84735,71029,99393,44993,87879,0364,0364,5906,7191,2777,3102,5866,6549,5033,0953,3745,760,509,801,76,51,72,13,09390,24578,60358,99540,63583,13712,45763,74024,85468,5913,5913,5656,9302,8147,4857,5624,4734,6674,6345,2696,690,549,354,08,29,43,12,42113,73433,31552,60586,01403,35332,53779,26722,78352,7602,7602,6871,7349,4486,7424,2803,2395,0575,1926,7058,414,526,250,66,63,64,20,42399,63312,15594,59433,15185,96512,43207,53443,89237,4494,4494,7418,5169,1790,4501,2185,3142,1331,7233,1124,586,321,738,08,18,45,54,84917,97380,32082,04244,39144,88690,26434,67471,10279,6976,6976,4904,9934,2515,8522,7500,2939,1429,9125,4059,307,280,382,99,26,77,68,78356,12424,71253,80971,01474,25130,24064,35751,63754,1660,1660,5669,7185,3796,1641,8793,7726,8532,9022,9652,628,045,919,41,12,05,28,74079,05616,38610,98024,11535,04212,68363,52757,40734,5879,5879,9058,9274,9340,6232,0928,6553,0997,8974,2289,407,040,749,69,94,18,35,20220308
25351,04433,97279,89295,87954,57318,68979,58191,67912,6703,6703,7837,8935,4256,4688,3642,5518,2865,9828,3771,628,463,349,51,79,43,09,16480,86594,95398,37531,91991,24901,13709,48113,55165,0087,0087,4104,4610,1197,2454,9376,7520,3286,5803,2266,667,512,834,65,34,92,18,09401,71268,42426,04597,77912,82347,71504,97498,11092,5126,5126,7842,4915,1783,1291,5959,0924,7619,2328,5394,559,705,373,34,24,15,26,07631,39603,79799,95760,56317,09250,81252,63764,63155,3260,3260,9343,1811,9978,3146,2111,5447,9333,7233,9494,579,796,580,06,26,31,32,70968,25814,14096,62584,76204,58369,81154,70387,15717,4948,4948,0561,5353,1068,1315,3450,8468,8475,1184,8693,117,675,279,59,19,72,83,89075,98757,90657,25115,24396,82618,37376,70103,02173,9095,9095,0849,8489,9704,1732,4176,3716,1320,2369,9305,371,119,012,16,90,45,64,24876,80854,99828,23837,84735,71029,99393,44993,87879,0364,0364,5906,7191,2777,3102,5866,6549,5033,0953,3745,760,509,801,76,51,72,13,09390,24578,60358,99540,63583,13712,45763,74024,85468,5913,5913,5656,9302,8147,4857,5624,4734,6674,6345,2696,690,549,354,08,29,43,12,42113,73433,31552,60586,01403,35332,53779,26722,78352,7602,7602,6871,7349,4486,7424,2803,2395,0575,1926,7058,414,526,250,66,63,64,20,42399,63312,15594,59433,15185,96512,43207,53443,89237,4494,4494,7418,5169,1790,4501,2185,3142,1331,7233,1124,586,321,738,08,18,45,54,84917,97380,32082,04244,39144,88690,26434,67471,10279,6976,6976,4904,9934,2515,8522,7500,2939,1429,9125,4059,307,280,382,99,26,77,68,78356,12424,71253,80971,01474,25130,24064,35751,63754,1660,1660,5669,7185,3796,1641,8793,7726,8532,9022,9652,628,045,919,41,12,05,28,74079,05616,38610,98024,11535,04212,68363,52757,40734,5879,5879,9058,9274,9340,6232,0928,6553,0997,8974,2289,407,040,749,69,94,18,35,62593,71475,21383,24556,81325,95582,07988,72823,67629,3312,3312,4041,3908,4836,2188,8459,6689,8046,0259,9400,263,793,860,31,38,86,70,
